c,cond
0.01,6106.594627696921
0.01183673469387755,13522.553516038626
0.013673469387755103,4836.64182720203
0.015510204081632653,4442.186689314937
0.017346938775510204,4112.46067438056
0.019183673469387756,3816.57977310376
0.02102040816326531,14634.468528232155
0.02285714285714286,3922.8260421212335
0.02469387755102041,10911.872566235508
0.026530612244897958,26662.920932822108
0.02836734693877551,3216.167936741161
0.030204081632653063,2714.645377307258
0.032040816326530615,2505.670736546999
0.03387755102040817,8735.280318080293
0.03571428571428572,3518.4210557631955
0.037551020408163265,2747.896421705879
0.03938775510204082,4786.498764261081
0.04122448979591837,25104.20921891836
0.04306122448979592,6763.329098492824
0.04489795918367347,2815.305443261017
0.046734693877551026,2941.7722112942047
0.04857142857142858,17464.602988145252
0.05040816326530613,2501.4053289770886
0.052244897959183675,2093.5644345415485
0.05408163265306123,3759.306619684265
0.05591836734693878,32866.804639615446
0.05775510204081633,2483.672828539401
0.059591836734693884,1665.3470875098171
0.06142857142857144,2138.053897589784
0.06326530612244897,2825.993993164846
0.06510204081632653,3998.297982198667
0.06693877551020408,6615.965143054862
0.06877551020408164,19028.747883694872
0.07061224489795918,19585.431782329946
0.07244897959183674,5976.438631962482
0.07428571428571429,4526.42268437986
0.07612244897959183,15723.166093950047
0.07795918367346939,18635.06757780519
0.07979591836734694,6834.92008672666
0.08163265306122448,4440.699867990421
0.08346938775510204,3370.242301628574
0.08530612244897959,2739.684171967157
0.08714285714285715,2307.3596640402448
0.08897959183673469,2725.4816444555527
0.09081632653061225,10851.965047029325
0.0926530612244898,5735.018626646581
0.09448979591836734,2507.3503543011557
0.0963265306122449,3042.581328739172
0.09816326530612245,4483.786961066011
0.1,7798.703813145772
