c,cond
0.01,3.04516007006611e+21
0.01183673469387755,1.1313339948401664e+21
0.013673469387755103,2.3031960560559223e+21
0.015510204081632653,6.905134678271322e+20
0.017346938775510204,4.602902297783954e+21
0.019183673469387756,1.214494794780187e+21
0.02102040816326531,4.992642311806402e+20
0.02285714285714286,5.249862383745315e+20
0.02469387755102041,4.7226347110481894e+20
0.026530612244897958,1.0616346614170059e+21
0.02836734693877551,3.857176800664273e+20
0.030204081632653063,2.1618835667783647e+21
0.032040816326530615,1.6441848604458307e+20
0.03387755102040817,1.8955689435267328e+20
0.03571428571428572,1.9651451652518657e+21
0.037551020408163265,6.104339475865345e+19
0.03938775510204082,6.273309914457187e+20
0.04122448979591837,1.3551061410627147e+20
0.04306122448979592,3.5509255843575673e+19
0.04489795918367347,6.152868902043887e+20
0.046734693877551026,5.477189836590404e+19
0.04857142857142858,3.231050792446193e+21
0.05040816326530613,7.705100622082694e+19
0.052244897959183675,1.3722359159110608e+20
0.05408163265306123,1.2061733913892445e+20
0.05591836734693878,1.1098918742176896e+20
0.05775510204081633,4.018832079240346e+19
0.059591836734693884,5.48793470180642e+19
0.06142857142857144,9.171713248821622e+19
0.06326530612244897,2.508590299134689e+19
0.06510204081632653,2.394150879041222e+19
0.06693877551020408,2.8562758937255928e+19
0.06877551020408164,3.748709727962965e+19
0.07061224489795918,2.285316061730844e+19
0.07244897959183674,1.0053402569011185e+20
0.07428571428571429,3.874038939660253e+19
0.07612244897959183,8.98356236459235e+19
0.07795918367346939,1.0617308224020534e+20
0.07979591836734694,3.137328744433697e+19
0.08163265306122448,1.2793357995734563e+20
0.08346938775510204,4.207266625338737e+19
0.08530612244897959,2.190043751055615e+19
0.08714285714285715,4.22122780988259e+19
0.08897959183673469,1.9262734155186082e+21
0.09081632653061225,1.1963348051502513e+22
0.0926530612244898,5.309798383648899e+19
0.09448979591836734,6.160655798002336e+20
0.0963265306122449,6.062460243660482e+19
0.09816326530612245,1.1005804103120339e+20
0.1,8.370449988837566e+19
