c,cond
0.01,2.571901272042138e+21
0.01183673469387755,3.8014302174512404e+21
0.013673469387755103,9.469628561562268e+20
0.015510204081632653,5.178580431932948e+20
0.017346938775510204,4.629219650377735e+21
0.019183673469387756,1.316041440629444e+21
0.02102040816326531,4.201831825994525e+20
0.02285714285714286,1.2144687595087546e+21
0.02469387755102041,1.7162391867729825e+21
0.026530612244897958,1.6254021274398792e+21
0.02836734693877551,2.7798745839851517e+20
0.030204081632653063,1.2802583199852808e+21
0.032040816326530615,2.0218049620330823e+22
0.03387755102040817,4.578668733161526e+20
0.03571428571428572,1.1148705814250231e+21
0.037551020408163265,1.5491785584180616e+21
0.03938775510204082,4.960603052074458e+20
0.04122448979591837,4.689493802595611e+20
0.04306122448979592,1.5211667969935943e+20
0.04489795918367347,2.8448276172001184e+21
0.046734693877551026,5.560204314882147e+20
0.04857142857142858,8.562745050201682e+20
0.05040816326530613,1.4222319001785703e+21
0.052244897959183675,5.191582271136284e+20
0.05408163265306123,1.6344790664192524e+21
0.05591836734693878,3.778896999854794e+20
0.05775510204081633,4.043159470159143e+20
0.059591836734693884,2.3874100523014976e+20
0.06142857142857144,4.406648138025535e+20
0.06326530612244897,5.973146648134957e+20
0.06510204081632653,9.47064097774741e+20
0.06693877551020408,4.293565842940933e+20
0.06877551020408164,1.0534763726665152e+21
0.07061224489795918,1.2244567524720853e+20
0.07244897959183674,6.404392474118069e+20
0.07428571428571429,2.935758841322995e+20
0.07612244897959183,2.7543386769739714e+20
0.07795918367346939,2.832884459870493e+21
0.07979591836734694,3.9040904913841285e+20
0.08163265306122448,5.0436924783883236e+20
0.08346938775510204,3.604559363497447e+20
0.08530612244897959,4.0992836228687174e+20
0.08714285714285715,2.2824807955061726e+20
0.08897959183673469,6.28511703815079e+20
0.09081632653061225,2.73447670541323e+20
0.0926530612244898,1.6990271606953308e+21
0.09448979591836734,4.3932130100757515e+20
0.0963265306122449,1.252434445537366e+21
0.09816326530612245,2.291050373238712e+20
0.1,2.1894705191045464e+20
