c,cond
0.01,inf
0.01183673469387755,inf
0.013673469387755103,inf
0.015510204081632653,inf
0.017346938775510204,inf
0.019183673469387756,inf
0.02102040816326531,inf
0.02285714285714286,inf
0.02469387755102041,inf
0.026530612244897958,inf
0.02836734693877551,inf
0.030204081632653063,inf
0.032040816326530615,inf
0.03387755102040817,inf
0.03571428571428572,inf
0.037551020408163265,inf
0.03938775510204082,4.0063340328547235e+98
0.04122448979591837,inf
0.04306122448979592,3.466951822490644e+79
0.04489795918367347,5.47088365710071e+71
0.046734693877551026,2.904021838899007e+64
0.04857142857142858,4.947505031150792e+59
0.05040816326530613,2.3810440083251082e+54
0.052244897959183675,4.925414873703717e+49
0.05408163265306123,1.4060225418252213e+46
0.05591836734693878,1.9457871654862538e+42
0.05775510204081633,1.2398644356838727e+38
0.059591836734693884,5.349079558373768e+34
0.06142857142857144,9.337146430640394e+34
0.06326530612244897,1.7641301182203436e+33
0.06510204081632653,3.8951419889119377e+34
0.06693877551020408,1.2844247057052376e+33
0.06877551020408164,2.5713609018656774e+33
0.07061224489795918,1.5223162041004736e+35
0.07244897959183674,7.771422121581499e+32
0.07428571428571429,1.8488738095677724e+33
0.07612244897959183,1.4265055897221963e+33
0.07795918367346939,1.1108246752604238e+34
0.07979591836734694,4.787746755309825e+32
0.08163265306122448,1.8255668316403667e+33
0.08346938775510204,1.618359175537296e+32
0.08530612244897959,1.3356275507777717e+33
0.08714285714285715,5.22388391610984e+33
0.08897959183673469,4.001280365269148e+33
0.09081632653061225,7.490097557913642e+32
0.0926530612244898,6.4418762114748884e+32
0.09448979591836734,4.778538495190131e+32
0.0963265306122449,4.804124582528882e+32
0.09816326530612245,2.3043524702043637e+32
0.1,2.791242419564723e+32
