c,cond
0.01,3.577312005721399e+21
0.01183673469387755,4.1083436901552855e+21
0.013673469387755103,5.597516006733896e+21
0.015510204081632653,4.459897667853296e+21
0.017346938775510204,1.390876423474877e+21
0.019183673469387756,9.44787718651936e+21
0.02102040816326531,1.2799759747262893e+21
0.02285714285714286,2.3153690702333812e+21
0.02469387755102041,1.53926321951404e+21
0.026530612244897958,1.6925827568541393e+22
0.02836734693877551,1.7074906746823854e+21
0.030204081632653063,3.1880617326189813e+22
0.032040816326530615,3.2095515709847964e+21
0.03387755102040817,1.773305414006196e+21
0.03571428571428572,2.5940947827906236e+21
0.037551020408163265,8.29335629999864e+20
0.03938775510204082,8.923302656316476e+20
0.04122448979591837,5.354225169894023e+20
0.04306122448979592,1.5937125657866113e+21
0.04489795918367347,9.917993285541427e+20
0.046734693877551026,2.967113485478715e+20
0.04857142857142858,4.039045409700708e+22
0.05040816326530613,1.1947546905882825e+21
0.052244897959183675,7.018435810156026e+20
0.05408163265306123,7.052796185931633e+20
0.05591836734693878,2.6241655106674455e+21
0.05775510204081633,8.406665048235385e+20
0.059591836734693884,1.0547971196875545e+21
0.06142857142857144,2.6020059244367692e+20
0.06326530612244897,5.90748013647868e+20
0.06510204081632653,3.2940027000858424e+21
0.06693877551020408,7.217242799917821e+20
0.06877551020408164,3.302580708931323e+20
0.07061224489795918,3.977533882423572e+20
0.07244897959183674,2.2886244590067784e+20
0.07428571428571429,1.0606608993749986e+21
0.07612244897959183,2.979171288952243e+20
0.07795918367346939,8.032810777262416e+20
0.07979591836734694,2.0817713373015674e+20
0.08163265306122448,1.0854559110824047e+20
0.08346938775510204,4.0667099415026316e+20
0.08530612244897959,3.1545380313922666e+20
0.08714285714285715,1.8107850272084802e+22
0.08897959183673469,2.418561116970667e+21
0.09081632653061225,7.203292986847079e+20
0.0926530612244898,7.698545786154676e+20
0.09448979591836734,2.748252379999772e+20
0.0963265306122449,1.775008684116071e+20
0.09816326530612245,7.299808906972403e+20
0.1,3.368826341480016e+20
