c,cond
0.01,8.592628661333762e+74
0.01183673469387755,1.967374788790044e+80
0.013673469387755103,4.611722372748348e+68
0.015510204081632653,2.0889968936435913e+106
0.017346938775510204,1.781633965020652e+101
0.019183673469387756,2.3829290263110383e+98
0.02102040816326531,3.502264879906201e+95
0.02285714285714286,2.080705407728305e+91
0.02469387755102041,1.6986943643685262e+83
0.026530612244897958,3.270982579031671e+82
0.02836734693877551,2.746959844403435e+80
0.030204081632653063,8.034643164149224e+74
0.032040816326530615,1.5002307532120902e+72
0.03387755102040817,1.8634542271861285e+70
0.03571428571428572,8.433965661609418e+69
0.037551020408163265,7.387044389641788e+67
0.03938775510204082,1.0256115000712938e+66
0.04122448979591837,1.1757772919097577e+62
0.04306122448979592,2.4500879765295174e+59
0.04489795918367347,4.208865423820024e+58
0.046734693877551026,2.372405969052789e+57
0.04857142857142858,4.41295088559222e+56
0.05040816326530613,1.2558963687732969e+56
0.052244897959183675,1.5604023946475872e+56
0.05408163265306123,2.3847319614645086e+55
0.05591836734693878,9.037881700042161e+52
0.05775510204081633,6.818404876335422e+51
0.059591836734693884,2.0135505808442526e+52
0.06142857142857144,2.3947720297679978e+51
0.06326530612244897,4.306487055484989e+50
0.06510204081632653,1.0724987418525039e+50
0.06693877551020408,1.0451934906445613e+50
0.06877551020408164,8.301188162006674e+48
0.07061224489795918,5.9871158940575235e+47
0.07244897959183674,7.434951668658985e+46
0.07428571428571429,1.1130701108896269e+47
0.07612244897959183,5.990526611439578e+44
0.07795918367346939,2.229774488514296e+43
0.07979591836734694,1.9338912544208917e+42
0.08163265306122448,1.3060790607865559e+42
0.08346938775510204,2.9376160823006367e+39
0.08530612244897959,3.552677259643687e+39
0.08714285714285715,8.676539027339215e+37
0.08897959183673469,5.4872138339051745e+37
0.09081632653061225,9.604062938025459e+36
0.0926530612244898,1.899970076745824e+36
0.09448979591836734,2.2401061026381593e+38
0.0963265306122449,1.3181578418901414e+36
0.09816326530612245,5.233716073012955e+35
0.1,9.257555928243048e+35
