c,cond
0.01,inf
0.01183673469387755,inf
0.013673469387755103,1.557765227878045e+80
0.015510204081632653,1.0906031398477251e+62
0.017346938775510204,1.2472982967931298e+48
0.019183673469387756,3.584713859106075e+40
0.02102040816326531,9.366110296290843e+34
0.02285714285714286,4.248784089095017e+34
0.02469387755102041,3.2198464078646184e+33
0.026530612244897958,1.737178528592715e+35
0.02836734693877551,2.0883855721727558e+34
0.030204081632653063,7.847061868274459e+33
0.032040816326530615,9.372159208612289e+33
0.03387755102040817,2.3658622089711748e+33
0.03571428571428572,9.803538359401365e+32
0.037551020408163265,4.0129164227486544e+32
0.03938775510204082,4.397537646535134e+33
0.04122448979591837,1.532804985821594e+33
0.04306122448979592,3.5625044313529246e+33
0.04489795918367347,2.149007819033913e+34
0.046734693877551026,2.104183530058871e+34
0.04857142857142858,2.9190782049106983e+33
0.05040816326530613,7.32253373968332e+34
0.052244897959183675,9.763139286481496e+32
0.05408163265306123,1.01183601365064e+34
0.05591836734693878,1.6640702354614054e+33
0.05775510204081633,1.369363079248923e+34
0.059591836734693884,1.533338189740163e+33
0.06142857142857144,6.854396493373047e+33
0.06326530612244897,6.597593173529545e+33
0.06510204081632653,8.733139861978862e+33
0.06693877551020408,2.851659017313546e+33
0.06877551020408164,2.74283743910789e+33
0.07061224489795918,1.2922419625072047e+33
0.07244897959183674,1.8445375486215102e+33
0.07428571428571429,2.0068987973235412e+33
0.07612244897959183,3.774548061961277e+33
0.07795918367346939,4.2052743375413325e+33
0.07979591836734694,1.5560015908696794e+33
0.08163265306122448,8.978887779923357e+33
0.08346938775510204,2.3360070216622063e+33
0.08530612244897959,7.888316510031965e+33
0.08714285714285715,1.7833505192257164e+33
0.08897959183673469,1.9185752866342395e+33
0.09081632653061225,2.1884461226020074e+34
0.0926530612244898,9.720023394890619e+33
0.09448979591836734,7.349679089622122e+32
0.0963265306122449,2.3020454777677276e+33
0.09816326530612245,2.87354117829221e+33
0.1,4.5103728481127494e+33
