c,cond
0.01,2.4967622582862996e+18
0.01183673469387755,2.672491756307054e+19
0.013673469387755103,9.782608909744935e+18
0.015510204081632653,6.564854809717205e+18
0.017346938775510204,4.435339946140787e+18
0.019183673469387756,4.116069362419079e+18
0.02102040816326531,2.0121037338649022e+19
0.02285714285714286,4.048108414191326e+18
0.02469387755102041,1.978191196918636e+19
0.026530612244897958,1.425568380200594e+18
0.02836734693877551,5.750680763334269e+18
0.030204081632653063,2.575612235147234e+18
0.032040816326530615,1.5572822911520846e+19
0.03387755102040817,5.628579474065747e+18
0.03571428571428572,2.625448646973641e+18
0.037551020408163265,4.710677549021028e+18
0.03938775510204082,1.9315456385353505e+18
0.04122448979591837,2.5309992786444194e+19
0.04306122448979592,8.527634503763524e+18
0.04489795918367347,3.799894651397196e+18
0.046734693877551026,7.697459416213051e+18
0.04857142857142858,4.4828875005240684e+18
0.05040816326530613,7.029959180279707e+18
0.052244897959183675,1.2810326167242942e+19
0.05408163265306123,1.3762874599798362e+19
0.05591836734693878,1.1582520837269811e+19
0.05775510204081633,4.495798153240264e+18
0.059591836734693884,4.287930069913379e+20
0.06142857142857144,2.2752921478426903e+18
0.06326530612244897,8.013773345093222e+18
0.06510204081632653,7.160083518056995e+18
0.06693877551020408,3.136382541270239e+18
0.06877551020408164,1.7946463107163474e+18
0.07061224489795918,6.154277193573885e+18
0.07244897959183674,6.551217999890482e+18
0.07428571428571429,5.315352524715513e+18
0.07612244897959183,8.437315429598517e+18
0.07795918367346939,8.611087472491246e+20
0.07979591836734694,2.33614001992865e+19
0.08163265306122448,7.213927362779117e+19
0.08346938775510204,3.6261270538092657e+18
0.08530612244897959,2.9756746723352084e+19
0.08714285714285715,2.15364045487999e+18
0.08897959183673469,6.057231562705378e+18
0.09081632653061225,2.332623603429755e+19
0.0926530612244898,6.17298972355871e+18
0.09448979591836734,6.885531240589033e+19
0.0963265306122449,5.017923851601801e+18
0.09816326530612245,1.4556855090903712e+19
0.1,3.6672350662402166e+18
